,Batch,ID,Time,Class,Confidence,Size
304,D2018_02_25_S00434_I0776,E4,3557,embryo,0.8298,0.1919
305,D2018_02_25_S00434_I0776,E4,4555,zona,0.9994,0.2632
306,D2018_02_25_S00434_I0776,E4,4555,embryo,0.6600,0.2102
307,D2018_02_25_S00434_I0776,E4,6837,zona,0.9970,0.4033
308,D2018_02_25_S00434_I0776,E4,6837,embryo,0.9952,0.2713
309,D2018_02_25_S00434_I0776,E4,6631,zona,0.9983,0.4018
310,D2018_02_25_S00434_I0776,E4,6631,embryo,0.8951,0.2723
311,D2018_02_25_S00434_I0776,E4,5565,zona,1.0000,0.3258
312,D2018_02_25_S00434_I0776,E4,5565,embryo,0.7709,0.2182
313,D2018_02_25_S00434_I0776,E4,6010,zona,1.0000,0.3199
314,D2018_02_25_S00434_I0776,E4,6010,embryo,0.7635,0.1940
315,D2018_02_25_S00434_I0776,E4,4885,zona,1.0000,0.3135
316,D2018_02_25_S00434_I0776,E4,1468,zona,0.9993,0.2912
317,D2018_02_25_S00434_I0776,E4,2572,zona,0.9986,0.3936
318,D2018_02_25_S00434_I0776,E4,2572,embryo,0.7360,0.2199
319,D2018_02_25_S00434_I0776,E4,6411,embryo,0.9999,0.2289
320,D2018_02_25_S00434_I0776,E4,6411,zona,0.9998,0.4096
321,D2018_02_25_S00434_I0776,E4,3797,zona,0.9977,0.3914
322,D2018_02_25_S00434_I0776,E4,3256,zona,1.0000,0.3028
323,D2018_02_25_S00434_I0776,E4,2469,zona,0.9998,0.3055
324,D2018_02_25_S00434_I0776,E4,2469,embryo,0.5229,0.2337
325,D2018_02_25_S00434_I0776,E4,6331,zona,0.9996,0.3484
326,D2018_02_25_S00434_I0776,E4,6331,embryo,0.9996,0.2208
327,D2018_02_25_S00434_I0776,E4,6421,embryo,0.9999,0.2281
328,D2018_02_25_S00434_I0776,E4,6421,zona,0.9995,0.4143
329,D2018_02_25_S00434_I0776,E4,3046,zona,0.9993,0.3858
330,D2018_02_25_S00434_I0776,E4,2916,zona,0.9998,0.2973
331,D2018_02_25_S00434_I0776,E4,2916,embryo,0.8283,0.1976
332,D2018_02_25_S00434_I0776,E4,4955,zona,0.9993,0.3067
333,D2018_02_25_S00434_I0776,E4,5325,zona,0.9999,0.3111
334,D2018_02_25_S00434_I0776,E4,1498,zona,0.9995,0.2913
335,D2018_02_25_S00434_I0776,E4,3617,zona,0.9997,0.3152
